participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.paidtask_payoff,player.riskpayoff,player.exp_payoff_AUD,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
15,r2yei2zt,P16,0,74,74,el_end,B_End,2020-10-11 23:00:00.326613+00:00,1,,,17.50,15,200,150,22.5,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
16,8w4wt02v,P14,0,74,74,el_end,B_End,2020-10-11 23:00:12.927653+00:00,1,,,15.00,16,300,0,20.0,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
17,pl4vy2mh,P17,0,74,74,el_end,B_End,2020-10-11 23:00:14.373887+00:00,1,,,2.50,17,50,0,7.5,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
18,a5hil5o9,P18,0,74,74,el_end,B_End,2020-10-11 23:00:22.578988+00:00,1,,,2.50,18,50,0,7.5,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
19,ibikamtm,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.088209+00:00,1,,,0.00,19,,,,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
20,35paijx8,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.167880+00:00,1,,,0.00,20,,,,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
21,9shtmden,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.247748+00:00,1,,,0.00,21,,,,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
22,ka5yuhcm,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.417824+00:00,1,,,0.00,22,,,,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
23,ju6i2n5n,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.503830+00:00,1,,,0.00,23,,,,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
24,zf0pmb8e,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.611118+00:00,1,,,0.00,24,,,,0.00,1,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
1,7xho8x0o,P2,0,74,74,el_end,B_End,2020-10-12 22:54:01.870989+00:00,1,,,10.00,1,180,20,15.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
2,qulbl260,P3,0,74,74,el_end,B_End,2020-10-12 22:54:12.857463+00:00,1,,,13.00,2,150,110,18.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
3,4gx56zru,P1,0,74,74,el_end,B_End,2020-10-12 22:54:25.611661+00:00,1,,,14.50,3,250,40,19.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
4,kigs9jtm,P4,0,74,74,el_end,B_End,2020-10-12 22:54:44.497226+00:00,1,,,11.00,4,120,100,16.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
5,4oti258t,P6,0,74,74,el_end,B_End,2020-10-12 22:54:59.681044+00:00,1,,,7.50,5,150,0,12.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
6,j1b381zj,P5,0,74,74,el_end,B_End,2020-10-12 22:55:09.394174+00:00,1,,,8.00,6,50,110,13.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
7,2slg4dhy,P7,0,74,74,el_end,B_End,2020-10-12 22:56:53.659966+00:00,1,,,14.00,7,280,0,19.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
8,4is4yb3f,P8,0,74,74,el_end,B_End,2020-10-12 22:57:12.610317+00:00,1,,,21.50,8,300,130,26.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
9,7vg4i6bs,P9,0,74,74,el_end,B_End,2020-10-12 22:57:17.627337+00:00,1,,,8.50,9,150,20,13.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
10,s8rcublj,P10,0,74,74,el_end,B_End,2020-10-12 22:57:49.428740+00:00,1,,,5.50,10,20,90,10.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
11,uro4pqel,P11,0,74,74,el_end,B_End,2020-10-12 22:58:13.249648+00:00,1,,,5.00,11,0,100,10.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
12,idlxcd6q,P12,0,74,74,el_end,B_End,2020-10-12 22:58:24.438923+00:00,1,,,8.75,12,150,25,13.75,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
13,xcmit14x,P13,0,74,74,el_end,B_End,2020-10-12 23:00:00.382082+00:00,1,,,15.00,13,150,150,20.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
14,styeyzzz,P14,0,74,74,el_end,B_End,2020-10-12 23:01:01.071646+00:00,1,,,8.75,14,150,25,13.75,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
15,prummaog,P17,0,74,74,el_end,B_End,2020-10-12 23:01:13.811184+00:00,1,,,15.00,15,300,0,20.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
16,m4eooh1k,P15,0,74,74,el_end,B_End,2020-10-12 23:01:14.354079+00:00,1,,,11.00,16,150,70,16.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
17,0n2iz8wf,P16,0,74,74,el_end,B_End,2020-10-12 23:01:33.233451+00:00,1,,,15.00,17,150,150,20.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
18,9jy7ynhm,P18,0,74,74,el_end,B_End,2020-10-12 23:01:36.537617+00:00,1,,,7.50,18,0,150,12.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
19,4bivot8d,P19,0,74,74,el_end,B_End,2020-10-12 23:05:54.738787+00:00,1,,,2.50,19,50,0,7.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
20,zc72g7re,P20,0,74,74,el_end,B_End,2020-10-12 23:06:05.215463+00:00,1,,,20.50,20,300,110,25.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
21,aeseakbz,P21,0,74,74,el_end,B_End,2020-10-12 23:06:23.795276+00:00,1,,,13.00,21,180,80,18.0,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
22,xzxd49pl,P22,0,74,74,el_end,B_End,2020-10-12 23:06:36.427172+00:00,1,,,13.50,22,250,20,18.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
23,c8i93dxa,P23,0,74,74,el_end,B_End,2020-10-12 23:06:58.502122+00:00,1,,,4.50,23,0,90,9.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
24,9qtz9748,P24,0,74,74,el_end,B_End,2020-10-12 23:07:47.057594+00:00,1,,,11.50,24,120,110,16.5,0.00,1,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
1,73jj0kui,P1,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:53:24.220743+00:00,1,,,0.00,1,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
2,zd8r68u7,P4,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:54:02.920116+00:00,1,,,0.00,2,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
3,6r1h3bp3,P2,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:54:30.968350+00:00,1,,,0.00,3,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
4,xtpe7wac,P5,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:55:03.993976+00:00,1,,,0.00,4,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
5,4vkr1ueb,P6,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:55:07.363461+00:00,1,,,0.00,5,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
6,18ke45ob,P7,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:55:29.178119+00:00,1,,,0.00,6,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
7,p51nzlcr,P3,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:55:35.378536+00:00,1,,,0.00,7,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
8,ihakt6if,P8,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:55:45.468265+00:00,1,,,0.00,8,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
9,kj8olqky,P9,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:56:00.724751+00:00,1,,,0.00,9,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
10,ndt3r2px,P10,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:56:23.339492+00:00,1,,,0.00,10,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
11,r8q7rkar,P12,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:57:03.583164+00:00,1,,,0.00,11,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
12,idpxsic3,P14,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:57:56.440071+00:00,1,,,0.00,12,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
13,lqzgti7k,P11,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:57:58.713887+00:00,1,,,0.00,13,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
14,pk2tcqiq,P13,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:58:10.259649+00:00,1,,,0.00,14,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
15,yqvvgxmp,P15,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:58:21.857405+00:00,1,,,0.00,15,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
16,brj1vmm1,P17,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:58:24.976845+00:00,1,,,0.00,16,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
17,pu1jbcmq,P16,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:58:38.808017+00:00,1,,,0.00,17,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
18,u99nc061,P18,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:58:45.535221+00:00,1,,,0.00,18,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
19,lxyu1rwz,P19,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:59:00.219160+00:00,1,,,0.00,19,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
20,xayn1kqj,P22,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:59:43.675225+00:00,1,,,0.00,20,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
21,03ddf2md,P20,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 00:59:53.030189+00:00,1,,,0.00,21,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
22,fu63wxnx,P23,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 01:00:10.416775+00:00,1,,,0.00,22,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
23,sajlxjje,P21,0,18,74,el_investment_ctrl,D_Summary,2020-10-13 01:00:15.209357+00:00,1,,,0.00,23,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
24,y30ai5sc,P24,0,73,74,el_end,A_Dropout,2020-10-13 01:00:51.082223+00:00,1,,,0.00,24,,,,0.00,1,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
1,ztnfame5,P2,0,74,74,el_end,B_End,2020-10-13 02:54:38.097888+00:00,1,,,12.50,1,250,0,17.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
2,njje16ts,P3,0,74,74,el_end,B_End,2020-10-13 02:54:48.500315+00:00,1,,,0.25,2,0,5,5.25,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
3,nrxjezgd,P4,0,74,74,el_end,B_End,2020-10-13 02:54:52.031312+00:00,1,,,10.75,3,200,15,15.75,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
4,ug6ubh7u,P5,0,74,74,el_end,B_End,2020-10-13 02:55:01.728913+00:00,1,,,30.00,4,500,100,35.0,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
5,zzus9bu1,P6,0,74,74,el_end,B_End,2020-10-13 02:55:10.189257+00:00,1,,,13.00,5,250,10,18.0,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
6,446oer1n,P1,0,74,74,el_end,B_End,2020-10-13 02:55:10.712784+00:00,1,,,13.50,6,250,20,18.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
7,wmpxqpy0,P9,0,74,74,el_end,B_End,2020-10-13 02:56:07.621481+00:00,1,,,35.00,7,550,150,40.0,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
8,zp6myxti,P7,0,74,74,el_end,B_End,2020-10-13 02:56:11.331526+00:00,1,,,20.00,8,300,100,25.0,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
9,5htmuzvy,P8,0,74,74,el_end,B_End,2020-10-13 02:56:22.629600+00:00,1,,,22.50,9,300,150,27.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
10,gcs81tqg,P10,0,74,74,el_end,B_End,2020-10-13 02:56:52.934250+00:00,1,,,14.40,10,250,38,19.4,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
11,e9krmwaq,P12,0,74,74,el_end,B_End,2020-10-13 02:56:59.526424+00:00,1,,,0.50,11,0,10,5.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
12,u0l9qwsz,P11,0,74,74,el_end,B_End,2020-10-13 02:57:01.597802+00:00,1,,,1.25,12,0,25,6.25,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
13,e1h62bvp,P13,0,74,74,el_end,B_End,2020-10-13 02:57:45.407774+00:00,1,,,34.90,13,550,148,39.9,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
14,9rwzklq4,P15,0,74,74,el_end,B_End,2020-10-13 02:58:03.711429+00:00,1,,,21.50,14,300,130,26.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
15,5od53xxj,P14,0,74,74,el_end,B_End,2020-10-13 02:58:18.538660+00:00,1,,,15.00,15,300,0,20.0,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
16,9h6kwq7l,P16,0,74,74,el_end,B_End,2020-10-13 02:58:20.681688+00:00,1,,,15.50,16,300,10,20.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
17,0v2i687b,P17,0,74,74,el_end,B_End,2020-10-13 02:58:24.830310+00:00,1,,,11.25,17,200,25,16.25,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
18,nvay2r49,P18,0,74,74,el_end,B_End,2020-10-13 02:59:42.600908+00:00,1,,,3.50,18,50,20,8.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
19,grq6o7po,P19,0,74,74,el_end,B_End,2020-10-13 02:59:50.657454+00:00,1,,,17.50,19,250,100,22.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
20,9tq8yz0y,P20,0,74,74,el_end,B_End,2020-10-13 03:00:12.061150+00:00,1,,,1.00,20,0,20,6.0,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
21,k6sadcrw,P22,0,74,74,el_end,B_End,2020-10-13 03:00:41.473763+00:00,1,,,10.00,21,200,0,15.0,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
22,ldwoenrd,P21,0,74,74,el_end,B_End,2020-10-13 03:00:45.433895+00:00,1,,,21.50,22,300,130,26.5,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
23,af8igobr,P23,0,74,74,el_end,B_End,2020-10-13 03:00:54.706205+00:00,1,,,2.85,23,50,7,7.85,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
24,ervst6sx,P24,0,74,74,el_end,B_End,2020-10-13 03:01:08.029884+00:00,1,,,3.25,24,50,15,8.25,0.00,1,1,2o3btpnv,201013 Session 3,,,Session 9 SM,0
1,zj4125k6,P1,0,74,74,el_end,B_End,2020-10-13 01:21:58.846082+00:00,1,,,7.50,1,150,0,12.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
2,v4mg2u4z,P2,0,74,74,el_end,B_End,2020-10-13 01:21:59.564166+00:00,1,,,8.75,2,150,25,13.75,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
3,tns0wzjp,P3,0,74,74,el_end,B_End,2020-10-13 01:22:00.153190+00:00,1,,,17.00,3,250,90,22.0,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
4,8dli8adx,P4,0,74,74,el_end,B_End,2020-10-13 01:22:00.682410+00:00,1,,,15.00,4,150,150,20.0,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
5,6pa0y5dv,P5,0,74,74,el_end,B_End,2020-10-13 01:22:01.298757+00:00,1,,,15.00,5,150,150,20.0,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
6,1jbjjnmi,P6,0,74,74,el_end,B_End,2020-10-13 01:22:01.864558+00:00,1,,,3.50,6,50,20,8.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
7,cd74qwtr,P7,0,74,74,el_end,B_End,2020-10-13 01:22:02.615726+00:00,1,,,12.50,7,150,100,17.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
8,43v6dviv,P8,0,74,74,el_end,B_End,2020-10-13 01:22:03.100023+00:00,1,,,10.50,8,200,10,15.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
9,i5ze771x,P9,0,74,74,el_end,B_End,2020-10-13 01:22:04.583474+00:00,1,,,21.50,9,300,130,26.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
10,xv0e03rn,P10,0,74,74,el_end,B_End,2020-10-13 01:22:05.110841+00:00,1,,,8.75,10,150,25,13.75,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
11,8u0hdoyc,P11,0,74,74,el_end,B_End,2020-10-13 01:22:05.727785+00:00,1,,,7.50,11,100,50,12.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
12,f8wdsrhj,P12,0,74,74,el_end,B_End,2020-10-13 01:22:06.309137+00:00,1,,,6.50,12,0,130,11.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
13,ynrat5rx,P13,0,74,74,el_end,B_End,2020-10-13 01:22:06.843680+00:00,1,,,14.75,13,280,15,19.75,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
14,vvivslvr,P14,0,74,74,el_end,B_End,2020-10-13 01:22:07.451282+00:00,1,,,16.25,14,275,50,21.25,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
15,c9ybaytz,P15,0,74,74,el_end,B_End,2020-10-13 01:22:08.022080+00:00,1,,,22.50,15,300,150,27.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
16,aahacg1g,P16,0,74,74,el_end,B_End,2020-10-13 01:22:08.557118+00:00,1,,,8.50,16,20,150,13.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
17,ihw0mnlm,P17,0,74,74,el_end,B_End,2020-10-13 01:22:10.114253+00:00,1,,,2.50,17,25,25,7.5,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
18,fefmwfuq,P18,0,74,74,el_end,B_End,2020-10-13 01:22:10.551031+00:00,1,,,4.00,18,0,80,9.0,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
19,zvuyenup,P19,0,74,74,el_end,B_End,2020-10-13 01:22:11.164963+00:00,1,,,15.00,19,300,0,20.0,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
20,f5kd32e9,P20,0,74,74,el_end,B_End,2020-10-13 01:22:11.696366+00:00,1,,,16.95,20,299,40,21.95,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
21,66qlqkrf,P21,0,74,74,el_end,B_End,2020-10-13 01:22:12.130290+00:00,1,,,10.75,21,180,35,15.75,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
22,8xepd98c,P22,0,74,74,el_end,B_End,2020-10-13 01:22:12.725453+00:00,1,,,0.00,22,0,0,5.0,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
23,tkfw2ty7,P23,0,74,74,el_end,B_End,2020-10-13 01:22:13.200578+00:00,1,,,3.55,23,1,70,8.55,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
24,3n7su44j,P24,0,73,74,el_end,A_Dropout,2020-10-13 01:22:13.706091+00:00,1,,,0.00,24,,,,0.00,1,1,ui4pfv39,201013 Session 2 - Replacement,,,Session 8 NSM - Replacement,0
1,yaz63893,P1,0,74,74,el_end,B_End,2020-10-14 22:50:58.697378+00:00,1,,,20.00,1,250,150,25.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
2,48dgu05q,P2,0,74,74,el_end,B_End,2020-10-14 22:51:36.153654+00:00,1,,,5.00,2,0,100,10.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
3,976518sl,P4,0,74,74,el_end,B_End,2020-10-14 22:51:47.739141+00:00,1,,,11.25,3,200,25,16.25,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
4,6kdsnc1r,P3,0,74,74,el_end,B_End,2020-10-14 22:51:55.398608+00:00,1,,,18.00,4,250,110,23.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
5,2gtvqd89,P5,0,74,74,el_end,B_End,2020-10-14 22:52:25.582880+00:00,1,,,11.25,5,200,25,16.25,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
6,5dz6gu7d,P6,0,74,74,el_end,B_End,2020-10-14 22:54:04.969909+00:00,1,,,15.50,6,200,110,20.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
7,lthop23j,P7,0,74,74,el_end,B_End,2020-10-14 22:54:55.218293+00:00,1,,,15.75,7,300,15,20.75,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
8,67w4l63z,P8,0,74,74,el_end,B_End,2020-10-14 22:55:09.159432+00:00,1,,,10.00,8,200,0,15.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
9,huqalvj5,P9,0,74,74,el_end,B_End,2020-10-14 22:55:53.560228+00:00,1,,,10.00,9,50,150,15.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
10,aiu6wuy6,P11,0,74,74,el_end,B_End,2020-10-14 22:56:07.676052+00:00,1,,,15.00,10,300,0,20.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
11,k0ih2786,P14,0,74,74,el_end,B_End,2020-10-14 22:57:11.239651+00:00,1,,,8.00,11,50,110,13.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
12,7np877hc,P16,0,74,74,el_end,B_End,2020-10-14 22:58:32.552539+00:00,1,,,3.75,12,50,25,8.75,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
13,r88nyk23,P15,0,74,74,el_end,B_End,2020-10-14 22:58:35.417900+00:00,1,,,20.50,13,300,110,25.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
14,mxp5b69o,P17,0,74,74,el_end,B_End,2020-10-14 22:58:41.164248+00:00,1,,,3.75,14,50,25,8.75,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
15,5m3qbrd4,P18,0,74,74,el_end,B_End,2020-10-14 22:59:11.044577+00:00,1,,,14.50,15,200,90,19.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
16,yttnu24x,P13,0,74,74,el_end,B_End,2020-10-14 22:59:13.356440+00:00,1,,,26.00,16,500,20,31.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
17,szrq00x6,P10,0,74,74,el_end,B_End,2020-10-14 22:59:16.804854+00:00,1,,,12.50,17,200,50,17.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
18,f48i4gow,P12,0,74,74,el_end,B_End,2020-10-14 22:59:27.340075+00:00,1,,,13.50,18,250,20,18.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
19,ls3y3tck,P19,0,74,74,el_end,B_End,2020-10-14 23:01:32.828021+00:00,1,,,16.00,19,250,70,21.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
20,gvhvdbli,P20,0,74,74,el_end,B_End,2020-10-14 23:01:48.038254+00:00,1,,,7.50,20,0,150,12.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
21,2y3wmsjg,P21,0,74,74,el_end,B_End,2020-10-14 23:01:53.971004+00:00,1,,,5.50,21,0,110,10.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
22,ctp9xshk,P22,0,74,74,el_end,B_End,2020-10-14 23:02:21.381218+00:00,1,,,18.00,22,250,110,23.0,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
23,gjqzmdy4,P23,0,74,74,el_end,B_End,2020-10-14 23:02:30.544276+00:00,1,,,14.50,23,200,90,19.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
24,ay529nv3,P24,0,74,74,el_end,B_End,2020-10-14 23:02:40.002412+00:00,1,,,17.50,24,200,150,22.5,0.00,1,1,hpi5mnol,201015 Session 1,,,Session 10 NSM,0
1,o5sl4ozs,P3,0,74,74,el_end,B_End,2020-10-15 00:52:21.379216+00:00,1,,,22.50,1,300,150,27.5,0.00,1,1,qadia7a1,201015 Session 2,,,Session 11 NSM,0
2,oqj2friw,P1,0,74,74,el_end,B_End,2020-10-15 00:52:38.592009+00:00,1,,,15.25,2,280,25,20.25,0.00,1,1,qadia7a1,201015 Session 2,,,Session 11 NSM,0
3,16vpevfm,P5,0,74,74,el_end,B_End,2020-10-15 00:52:45.020088+00:00,1,,,15.00,3,300,0,20.0,0.00,1,1,qadia7a1,201015 Session 2,,,Session 11 NSM,0
