participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.comments_general,player.comments_unclear,player.year_birth,player.female,player.study_field,player.study_lvl,player.gpa,player.nationality,player.other_nationality,player.country_born,player.other_country_born,player.years_lived_australia,player.past_experiments,player.reasons_effort_general,player.effort_fac_leader_payoff,player.effort_fac_member_payoff,player.effort_fac_diff_return,player.effort_fac_zero,player.effort_fac_none,player.reasons_beliefs_general,player.belief_fac_leader_payoff,player.belief_fac_strategy,player.belief_fac_member_payoff,player.belief_fac_diff_return,player.belief_fac_zero,player.belief_fac_none,player.belief_dictator_gave,player.risk_invest,player.risk_keep,player.risk_payoff,player.risk_success,player.droppedoutRG,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
13,s7fcp6yi,P11,0,74,74,el_end,B_End,2020-10-07 23:00:06.442882+00:00,1,,,16.25,13,The experiment needs clearer instruction. some parts of the instruction were ambiguous.,the part that non-leader participants should have estimated the leader's decision.,1988,1,Science,Graduate student,H1 (80%-100%),Iranian,,IR,,2-5 years,2,My payoff and my group members payoff,0,0,1,0,0,,0,0,0,0,0,0,3,25,25,25,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
14,lcqfjnek,P14,0,74,74,el_end,B_End,2020-10-07 23:00:11.536315+00:00,1,,,4,14,Fun and interesting,All clear,2000,1,Commerce (Economics),2nd-year undergraduate,H2B (70%-74%),Indonesian,,ID,,2-5 years,5,,0,0,0,0,0,"Self-economic interest as a rational decision-maker, (highest payoff he could get)",1,1,0,1,0,0,4,20,30,30,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
15,qhc0ccp1,P15,0,74,74,el_end,B_End,2020-10-07 23:00:37.496606+00:00,1,,,10,15,This was run well. No issues with running over Zoom.,No.,1997,1,Other,Graduate student,H1 (80%-100%),Australian,,AU,,Born in Australia,4,,0,0,0,0,0,"The leader was guaranteed the payoff of the success of investment X by choosing investment Y. So it was in their best interests. The group members' payoffs were the same in each investment, so this may also have caused the leader to choose what was in their best interests, even accounting for the % success chance.",1,0,0,1,0,0,3,50,0,0,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
16,k9rf73ds,P16,0,74,74,el_end,B_End,2020-10-07 23:00:51.841307+00:00,1,,,29,16,other participant are taking too long reading the instruction. process is a bit tiresome and length. the task themselves are really interesting,no,1999,1,Law,Graduate student,H2A (75%-79%),Australian,,CN,,More than 5 years,5,I places my own gain as the priority given that I am not related to my group members hence my personal interest outweighs the group interest,1,0,0,0,0,,0,0,0,0,0,0,1,20,30,30,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
17,eecsmep8,P17,0,74,74,el_end,B_End,2020-10-07 23:01:05.748005+00:00,1,,,0,17,"Good,",No,1989,1,Commerce (Economics),Graduate student,H2A (75%-79%),Vietnamese,,VN,,1-2 years,4,,0,0,0,0,0,The leader's payoff and a chance for success,1,1,0,0,0,0,0,50,0,0,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
18,rqawlhul,P18,0,74,74,el_end,B_End,2020-10-07 23:01:13.630418+00:00,1,,,15,18,"The experiment was fine, no particular comments.",No.,1999,0,Science,3rd-year undergraduate,H2A (75%-79%),Australian,,AU,,Born in Australia,2,,0,0,0,0,0,I mainly considered how much money the leader would stand to gain. It was mostly a balancing act between how strongly I believed the leader would act selfishly and how much I perhaps naively hoped that they would act for the greater good.,1,0,1,0,0,0,3,50,0,0,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
19,crvel23d,P19,0,74,74,el_end,B_End,2020-10-07 23:06:34.658962+00:00,1,,,20.5,19,Fine,LEss waiting time,2000,0,Commerce (Economics),2nd-year undergraduate,H2B (70%-74%),Ukrainian,,UA,,More than 5 years,2,Payoff,1,0,0,0,0,,0,0,0,0,0,0,1,30,20,110,1,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
20,j6vzkpq9,P20,0,74,74,el_end,B_End,2020-10-07 23:08:31.298541+00:00,1,,,2.5,20,Well done.,No.,1994,0,Education,Graduate student,H1 (80%-100%),Australian,,CN,,More than 5 years,5,,0,0,0,0,0,"fairness, what I would choose, why people came to this experiment, a belief in humanity",1,1,0,0,0,0,3,50,0,0,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
21,be69exmr,P22,0,74,74,el_end,B_End,2020-10-07 23:08:41.210606+00:00,1,,,8,21,Great,"None. Pretty easy to understand, once experiment started in the practice round",1997,0,Science,2nd-year undergraduate,P (50%-64%),Mauritian,,MU,,Born in Australia,1,,0,0,0,0,0,"The percentage of success, how much money is involved",1,0,0,0,0,0,4,30,20,110,1,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
22,ih8lc7o7,P21,0,74,74,el_end,B_End,2020-10-07 23:09:04.492470+00:00,1,,,26.25,22,"Task 1 was a bit tricky to get the hang of, but Task 2 was simple. This was fun!","No, all parts of the experiment were clear",1983,0,Commerce (non-Economics),Graduate student,H1 (80%-100%),Indian,,IN,,1-2 years,4,"I saw that my decision would not have any effect on the payouts of the other members of the group, so I chose the decision that might yield the max payout to me.",1,1,0,0,0,,0,0,0,0,0,0,4,25,25,25,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
23,apb5htfb,P23,0,74,74,el_end,B_End,2020-10-07 23:10:03.670558+00:00,1,,,11.25,23,It was easy to understand.,Everything was clear. My computer was giving me trouble.,1991,0,Science,Not a student,H2B (70%-74%),American,,US,,2-5 years,5,,0,0,0,0,0,Assuming the leader did what benefited them.,1,1,0,0,0,0,0,25,25,25,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
24,yul47kmt,P24,0,74,74,el_end,B_End,2020-10-07 23:11:02.487390+00:00,1,,,0,24,well documented instruction,no,1992,1,Engineering,Graduate student,H2A (75%-79%),Indian,,IN,,2-5 years,4,,0,0,0,0,0,payoff,0,0,1,0,0,0,1,50,0,0,0,,0,1,1,9utu797p,201008 Session 1,,,Session 1 NSM,0
1,mahz01se,P1,0,74,74,el_end,B_End,2020-10-08 00:51:55.670277+00:00,1,,,22.5,1,"Interesting idea, not sure if participants will calculate expected values.",No,1989,0,Not a student,Not a student,Not applicable (first semester at University or not a student),Australian,,CN,,More than 5 years,10,Expected value,1,0,0,0,0,"Others may not be economically rational, so if it succeeded, potentially they picked option X",1,1,0,0,0,0,3,50,0,150,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
2,xaotb2ij,P3,0,73,74,el_end,A_Dropout,2020-10-08 00:52:13.235192+00:00,1,,,0,2,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,25,25,,1,1,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
3,zmqjx9n5,P2,0,74,74,el_end,B_End,2020-10-08 00:52:21.451341+00:00,1,,,15,3,Fascinating!,All good! The instructions provided were detailed and comprehensive.,1992,0,Engineering,Graduate student,H2A (75%-79%),Indian,,IN,,More than 5 years,3,"As a leader, I was responsible for my group and had a sense of the implications and impacts my decisions made. I had to be more careful, taking less risks which affected my investment decisions.",1,1,1,1,0,"This was a bit tricky to judge as different investments had varying success rates and cost. I lean towards safer choices when leading groups mindful of the impacts, ideally a little more conservative than most. Therefore I would assume others to take more risk than me.",1,0,0,1,0,0,3,50,0,150,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
4,lhu3zunt,P4,0,74,74,el_end,B_End,2020-10-08 00:52:22.491501+00:00,1,,,6,4,"Interesting. I was interested to know hypothesis. I suspect it was about if you put yourself ahead of others depending on who would benefit the most.  Tables made for interesting things to consider, especially in current Covid climate.     Would definitely participate in similar experiments again.","Six page instructions too long. Need to break it up into more sub headings, tables etc for read ability.",1987,1,Not a student,Not a student,Not applicable (first semester at University or not a student),Australian,,SG,,More than 5 years,0,Making sure everyone benefited (eg got something)    Risk v reward (i was more interested in safer option knowing would get some ROI rather than 25% chance of better ROI),1,1,1,1,0,Risk v reward    Tricky as didn't know leader and their desire for risk and reward,1,1,1,1,0,0,3,35,15,120,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
5,ex48getp,P5,0,74,74,el_end,B_End,2020-10-08 00:52:54.112927+00:00,1,,,8.75,5,Easy to navigate the experiment,No,2000,1,Science,2nd-year undergraduate,H2A (75%-79%),Malaysian,,MY,,2-5 years,0,Risk of success versus risk of failure,0,0,1,1,0,Whether the leader is a risk taker or not,0,1,0,1,1,0,4,25,25,25,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
6,fhoyjsdk,P6,0,74,74,el_end,B_End,2020-10-08 00:53:08.752224+00:00,1,,,12.5,6,The questionnaire was quite entertaining as it made you evaluate decisions that affect not only yourself but also other people.,Everything was very clear and understandable.,1986,1,Science,Graduate student,H2A (75%-79%),Paraguayan,,PY,,1-2 years,2,Evaluating the win vs loss earnings,1,1,1,1,0,The percentage of winning vs losing,1,1,1,1,0,0,3,25,25,100,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
7,cp7tbvfo,P8,0,74,74,el_end,B_End,2020-10-08 00:55:58.576823+00:00,1,,,7.5,7,"The experiment was quite interesting, since both stages is where, the non leaders hope that the leader will choose the safer option in order to ensure that they will receive benefits, but the leader has a different incentive for himself to go for the risker option since the payout is much greater compared to the safer option. Therefore, there's a clash of interesting between the leader and the followers.","None of the experiments was not clear. Although the 1st stage was initally long and confusing with what is to be done. However, the questions and practice round helped cleared up any doubts and such.",1998,0,Commerce (non-Economics),3rd-year undergraduate,P (50%-64%),Filipino,,PH,,2-5 years,3,"The factors that i considered were the percentage of success and failure, and then the payouts that were associated with the failure and success.",1,0,1,0,0,The percentages of succeeding and failing.,1,1,0,0,0,0,4,50,0,0,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
8,csdemn83,P7,0,74,74,el_end,B_End,2020-10-08 00:55:59.397197+00:00,1,,,9,8,Simple and easy to perform,No,1992,1,Not a student,Not a student,H2A (75%-79%),Indian,,IN,,2-5 years,4,Highest pay-off  Risk involved if experiment fails,1,1,0,0,0,Highest pay-off for all members of group,0,1,1,0,1,0,3,20,30,30,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
9,st5qot3t,P9,0,74,74,el_end,B_End,2020-10-08 00:56:26.514044+00:00,1,,,9,9,It was very interesting,No it was all explained very well,1999,1,Science,3rd-year undergraduate,H3 (65%-69%),Australian,,AU,,Born in Australia,1,What benefitted everyone,1,1,0,0,0,What I chose,0,1,0,0,0,0,4,20,30,30,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
10,nsx5u7nu,P12,0,74,74,el_end,B_End,2020-10-08 00:57:42.186817+00:00,1,,,15,10,I think it was well run by the experimenters. I did feel however that some participants were not paying attention and thus unnecessarily delaying the experiment.,Everything was clear,1997,0,Science,3rd-year undergraduate,H1 (80%-100%),Pakistani,,PK,,2-5 years,2,Maximising my payout.,1,0,0,0,0,Maximising their own profit.,1,0,0,0,0,0,1,50,0,150,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
11,fypw7k1w,P11,0,74,74,el_end,B_End,2020-10-08 00:58:09.361774+00:00,1,,,13,11,The experiment was well handled by the host and the instructions were given on time. It lasted as per the scheduled which is great.,No. All parts of the experiment were clear and timely instructions were given.,1996,1,Other,Graduate student,H2B (70%-74%),Indian,,IN,,1-2 years,1,I considered the possibilities of investment success and the percentage of return that the leader and other participants will receive when the investment succeeds and fails,0,0,1,0,0,I considered that a leader will decide based on the the investment success and members payoff but sometimes leaders will consider their own benefit,1,0,0,1,0,0,3,30,20,110,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
12,zh49wm62,P10,0,74,74,el_end,B_End,2020-10-08 00:59:45.366587+00:00,1,,,9.3,12,It was good,everything was clear,1997,1,Psychology,3rd-year undergraduate,H2B (70%-74%),Malaysian,,MY,,2-5 years,3,"Since the earnings of my group members are the despite the success and failure, I too my earnings into consideration when making the decisions.",1,1,0,1,0,I assumed the leader would think like me,1,1,0,0,0,0,1,14,36,36,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
13,8ja5znw5,P13,0,74,74,el_end,B_End,2020-10-08 01:00:07.918124+00:00,1,,,14.5,13,I was curious why are we asked to make such decisions and specially with the other members not know to us. It was really interesting.,"I am still not clear regarding the task 2, how we will determine which is the best decision",1993,0,Science,Graduate student,H2A (75%-79%),Indian,,IN,,2-5 years,0,"I considered the return that me as a leader and my team member get, assuming even if we fail, what was the investment that minimised the loses and also provide ECU to members",0,1,1,0,0,I considered that the team leader will also determine the best investment based on the return and risk in the investment.,0,1,0,1,0,0,3,20,30,90,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
14,j6be3pxa,P14,0,74,74,el_end,B_End,2020-10-08 01:00:14.590482+00:00,1,,,12.5,14,It seemed fairly straight forward.,"No, I think everything was explained clearly.",2000,1,Science,2nd-year undergraduate,H2A (75%-79%),Scottish,,GB,,More than 5 years,3,What the chances of a good payoff for me was but also what was the likeliest option for both conditions. I also considered what the payoff would be to the members secondarily.,1,0,0,1,0,What the likeliest payoff for both conditions was and my own decision,1,1,0,0,0,0,2,50,0,0,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
15,agln9ymk,P17,0,74,74,el_end,B_End,2020-10-08 01:01:07.822242+00:00,1,,,15,15,"It was good and clear, just a little slow as we have to wait for everyone to complete each task before moving on","No, it was clear to me",1998,0,Science,Graduate student,Not applicable (first semester at University or not a student),Malaysian,,MY,,More than 5 years,1,Probability and rates of return,0,0,1,0,0,Outcome of the investment,0,1,0,1,0,0,0,50,0,150,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
16,09rebxff,P18,0,74,74,el_end,B_End,2020-10-08 01:01:10.749136+00:00,1,,,12.5,16,It was ok. It seemed like it took way too long to get started before the substantive questions occurred. It also felt quite simple and I feel like more information could have been discerned.,No,1992,0,Law,Graduate student,H2A (75%-79%),Canadian,,CA,,2-5 years,5,The probability mostly.,1,1,1,0,0,I assumed all the leaders would work rationally.,1,1,0,1,0,0,4,50,0,150,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
17,sc5e0t3s,P15,0,74,74,el_end,B_End,2020-10-08 01:01:10.709524+00:00,1,,,7.5,17,"it was fun to do, i found the instructions easy to follow and it was well coordinated.","no, i understood it all",1993,1,Engineering,Not a student,H2B (70%-74%),Australian,,AU,,Born in Australia,0,the highest payoff to me incase i was the leader,1,0,1,0,0,- the payoff the leader would receive if they had chosen one investment over the other  - the chance of the investment succeeding  - putting myself in the leader's shoe and making the best decision as a rational decision maker,1,1,0,0,0,0,0,25,25,100,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
18,wyfvvubi,P16,0,74,74,el_end,B_End,2020-10-08 01:01:21.127662+00:00,1,,,15,18,Individual vs. team payoff.,no,1996,0,Commerce (non-Economics),3rd-year undergraduate,P (50%-64%),Sri Lankan,,LK,,More than 5 years,1,my payoff,1,0,0,0,0,leader's payoff.,1,0,0,0,0,0,0,50,0,150,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
19,lks8s73y,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.592129+00:00,1,,,0,19,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
20,t1r349rd,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.651876+00:00,1,,,0,20,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
21,s7ak09y2,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.715674+00:00,1,,,0,21,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
22,wyrouc3n,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.763589+00:00,1,,,0,22,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
23,riqm26xk,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.806140+00:00,1,,,0,23,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,1,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
24,xb9mzeg1,,0,73,74,el_end,A_Dropout,2020-10-08 01:06:08.856258+00:00,1,,,0,24,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,,,,,0,,0,1,1,qkirjm3k,201008 Session 2,,,Session 2 SM,0
1,2ntkls0n,P4,0,74,74,el_end,B_End,2020-10-08 02:51:01.346650+00:00,1,,,25,1,"It's quite interesting, although I'm not sure what changing the numerical value of the payout does to affect one's decision in choosing Investment X or Y.  In either case the one with the higher chance of success have lower payout -- high risk, high reward concept applies throughout regardless of the supposed payout to leader/members",Nope! I think all clear,1998,1,Engineering,3rd-year undergraduate,H1 (80%-100%),Indonesian,,ID,,2-5 years,3,The return and investment failure probabilities,1,1,1,1,0,,0,0,0,0,0,0,3,50,0,150,1,,0,1,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
2,7gpkmel9,P1,0,74,74,el_end,B_End,2020-10-08 02:51:01.834690+00:00,1,,,15,2,"Experiment was very clear  Experimenter explained instructions clearly  Instructions were long, but using a quiz to check participant understanding was helpful  Very well run, seems like a game theory experiment",N/A,1997,0,Commerce (Economics),3rd-year undergraduate,H2A (75%-79%),Cambodian,,KH,,2-5 years,1,,0,0,0,0,0,Only the expected value,1,0,0,0,0,0,0,50,0,0,0,,0,1,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
3,es796ou6,P3,0,74,74,el_end,B_End,2020-10-08 02:51:03.861710+00:00,1,,,0,3,It was really interesting and i didn't get a chance to be the leader. looking for more experiments like these and being invited to participate.  Thank you so much for allowing me to participate.,Everything was so clear and instructed very well in each stage.,1997,1,Engineering,Graduate student,P (50%-64%),Indian,,IN,,1-2 years,1,,0,0,0,0,0,"The success percentage and the amount offered for success and failure to the leader. He/she would have chosen ""Y"" since, both success and failure will pay them well.",1,1,0,1,0,0,4,50,0,0,0,,0,1,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
4,svjydsvf,P2,0,74,74,el_end,B_End,2020-10-08 02:51:04.964741+00:00,1,,,16.25,4,"The experiment helps in understanding the decision making aspect of an individual depending on their greed. For example, if I am the leader, would I choose to serve my interest or think about the other two people allocated to my group and share the benefit with them too.",No it was clear to me,1996,1,Commerce (non-Economics),Graduate student,H2B (70%-74%),Indian,,IN,,1-2 years,1,"The probability of failure. (example If the ECU of the investment decision failing is higher, I would choose that)",1,0,1,0,0,,0,0,0,0,0,0,3,25,25,25,0,,0,1,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
5,to2es1cd,P5,0,74,74,el_end,B_End,2020-10-08 02:51:36.773114+00:00,1,,,10,5,The experiment was fun and very enjoyable. looking forward to participate in more experiments like this.,No,1997,0,Engineering,Graduate student,H3 (65%-69%),Indian,,IN,,1-2 years,1,,0,0,0,0,0,"Factor 1:   the payment for the leader , he had high pay off even if the experiment failed.",1,1,0,1,0,0,4,50,0,150,1,,0,1,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
6,fed3noki,P6,0,74,74,el_end,B_End,2020-10-08 02:52:13.667269+00:00,1,,,15,6,it was easy,no,1999,1,Commerce (non-Economics),Graduate student,H2A (75%-79%),Indonesian,,ID,,2-5 years,5,,0,0,0,0,0,"I try to think the way the leader would think, which is to maximize his/her profit",1,0,0,0,0,0,3,25,25,100,1,,0,1,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
7,5205f3z8,P7,0,74,74,el_end,B_End,2020-10-08 02:54:21.060014+00:00,1,,,20,7,It was easy to do and instructions were well explained,No,1997,0,Engineering,Not a student,H1 (80%-100%),Pakistani,,PK,,2-5 years,4,The amount of return I would get on either decision.,1,0,0,0,0,,0,0,0,0,0,0,1,50,0,150,1,,0,1,1,mjng8ph4,201008 Session 3,,,Session 3 NSM,0
